H3 Content	OS Content	GK Content
<181v>	рѫ тоу а҅биѥ҆ о҄умори· а҅ не покаа҅ниѥмъ	ραν παραυτὰ ἐθανάτωσε, καὶ οὐχί διὰ μετανοίας
<181v>	ѥ҅ю҄ о҅брати· сицебо дроуꙁии глагол҄ѫтъ·	αὐτοὺς ἀνεκαλέσατο ;
<181v>	нъ послоушаи҆ добрѣ· не съкрꙑ блаженъи҆	Πρόσεχε ἀκριβῶς. Οὐχὶ ὁ μακάριος
<181v>	петръ цѣлъбꙑ покаа҅ниꙗ· нъ а҅наниꙗ и҅	Πέτρος ἀπέκρυψε τὴν ἔμπλαστρον· τῆς μετανοίας· ἀλλ' Ἀνανίας καὶ
<181v>	сапфира· ꙗ҅же въ толикѫ напасть҆ въпадо-	Σαπφείρα οἱ τῷ τοιούτῳ πτώματι περιπεσόν-
<181v>	ста· ни рачиста вь҆ꙁискати покаꙗꙁнь҆-	τες, οὐκ ἐπεζήτησαν τὴν μετανοητι-
<181v>	нꙑѧ готовꙑ цѣльбꙑ· нъ сь҆ неприꙗ҅ꙁни-	κὴν πρόσφορον ἔμπλαστρον ἀλλὰ τῇ τοῦ διαβό-
<181v>	номъ покаꙁании҅мъ погꙑбоста· и҅ съ сло-	λου παραινέσει, συναπώλοντο καὶ
<181v>	вомъ и҅мѣнии҅мъ· тъгда бо и҅стовоѥ҆ пока꙽-	τοῖς χρήμασι. Τότε γὰρ μετά-
<181v>	ниѥ· ѥ҅гда бо не рѣчиѭ҄ ч꙽томо ѥ҅стъ· нъ ѥ҅-	νοια, οὐχ ὅτε τῇ φωνῇ τιμᾶται, ἀλλ' ὅ-
<181v>	гда дѣлесꙑ ꙁнаѥ҅мо· ѥ҅стъ бо каꙗ҅ниѥ҆ о҅т꙽	τε τῇ πράξει γνωρίζεται. Ἔστι γὰρ μετάνοια ἀπὸ
<181v>	вь҆сеѧ доушꙙ и҅ꙁносимо· и҅ ѥ҅стъ покаа҅ни-	ψυχῆς προβαλλομένη, καὶ ἔστι μετάνοι-
<181v>	ѥ҆ прѣпрость҆ въ гражданехъ вь҆ꙁискаѥ҅мо·	α ἐπιπολαίως γινομένη·
<181v>	и҅мже о҅ви съпасаѥ҅ми сѫтъ· а҅ дроуꙁиї о҅-	ὅθεν οἱ μὲν σώζονται, οἱ δὲ κατα-
<181v>	сѫждаѥ҅ми Покаꙗ҅ сꙙ блаженꙑи҆ петр꙽·	κρίνονται. Μετενόησεν ὁ μακάριος Πέτρος,
<181v>	и҅ ꙁълꙑи и҅ю҄да· нъ петръ добрѣ покаꙗ҅-	καὶ ὁ ἄθλιος Ἰούδας · ἀλλ' ὁ μὲν Πέτρος γνησίως μετανοή-
<181v>	въ сꙙ· и҅ пакавъ сꙙ и҅ о҅тъвръжениѥ сль҆ꙁа-	σας καὶ δακρύσας καὶ τὴν ἄρνησιν διὰ τῶν δακρύ-
<181v>	ми о҅мꙑвъ· въ прь҆вꙑѧ пакꙑ вѣрꙑ сиꙗ҅-	ων ἀποπλύνας, εἰς τὴν προτέραν πίστιν πάλιν
<181v>	ниѥ вь҆ниде· а҅ и҅ю҄да о҅бидѣ покаа҅ниѥ·	ἐπανῆλθεν· ὁ δὲ Ἰούδας πάρεργον εἰργάσατο τὴν μετάνοιαν.
<181v>	а҅ште и҅ сь҆ребро поврь҆же жидомъ и҅ рече и҅м꙽·	Εἰ γὰρ καὶ τὰ ἀργύρια προσέῤῥιψε τοῖς Ἰουδαίοις, καὶ εἶπεν·
<181v>	съгрѣшихъ прѣдавъ крь҆вь҆ беꙁ винꙑ·	„Ἥμαρτον παραδοὺς αἷμα ἀθῶον”.
<182r>	о҅баче не вьста ни въсплака сꙙ· ни сътвори	Ἀλλ' ὅμως οὐκ ἐστέναξεν, οὐκ ἐδάκρυσεν, οὐκ
<182r>	ничсоже добрꙑ покаꙗ҅ꙁни· нъ тъчиѭ҄ си-	ἄξια τῆς μετανοίας ἔπραξεν, ἀλλὰ μόνον ἀγχό-
<182r>	ло и҅сплетъ диꙗ҅волоу· и҅ꙁвѣстъ сꙙ сътво-	νην πλέξας, τὸν διάβολον ἐπληροφόρη-
<182r>	ри· нъ а҅биѥ҆ рекѫтъ· сѫпротивь҆ници·	σε.
<182r>	не бо решти не вѣмь҆ и҅хъ· ꙁълꙑи҅хъ бесѣ-	
<182r>	дъ· что о҄убо симонъ вль҆хвъ· кръстивъ	Τί οὖν Σίμων ὁ μάγος; Βαπτισθεὶς
<182r>	сꙙ и҅ раꙁгнѣвавъ сꙙ· и҅ петромъ о҅сѫжденъ·	καὶ σκελισθεὶς, καὶ ὑπὸ Πέτρου κατακριθεὶς
<182r>	дарꙑ принесъ· да непродаѥмꙑи҆ даръ коу-	ὡς χρήματα προσενέγκας, ἵνα τὴν ἀκαπήλευτον δωρεὰν πραγμα-
<182r>	питъ· покаа҅ниꙗ въспроси тъ· не о҅тъвѣ-	τεύσηται, οὐ τὴν μετάνοιαν ᾔτησεν; Οὐχὶ
<182r>	шта ли ѥ҅моу блаженꙑи петръ· рекꙑ по-	ὁ μακάριος Πέτρος ἀπεκρίνατο λέγων· „Μετα-
<182r>	каи҅ сꙙ о҅тъ ꙁь҆лоби сеѧ҆· и҅ моли сꙙ господеви·	νόησον ἀπὸ τῆς κακίας σου ταύτης, καὶ δεήθητι τοῦ Κυρίου;
<182r>	то почто о҄убо а҅нании҆ сапфирѣ· не рече си-	Διὰ τί ... τῷ Ἀνανίᾳ καὶ τῇ Σαπφείρᾳ οὐκ εἶπε
<182r>	хъ жде словесъ· покаи҅та сꙙ о҅тъ ꙁълоби ваю҄·	τὰ ῥήματα ταῦτα· Μετανοήσατε ἀπὸ τῆς κακίας ὑμῶν;
<182r>	сицꙙ бо и҅хъ бесѣдꙑ· Нъ послоушаи раꙁоу-	Πρόσεχε ἀκρι-
<182r>	мичь҆но· не рѫгаѥ҅мъ ѥ҅стъ ст꙯аа҅го даръ·	βῶς. Οὐ παίζεται ἡ τοῦ Πνεύματος χάρις.
<182r>	а҅наниꙗ҅ бо и҅ сапфира· о҅бличаѥ҅мъ блаже-	Ὁ Ἀνανίας γὰρ καὶ ἡ Σαπφείρα ἐλεγχόμενοι ὑπὸ τοῦ
<182r>	нꙑи҅мъ петромь· и҅ слꙑшꙙшта о҅ть҆ н҄его·	Πέτρου, καὶ ἀκούοντες παρ' αὐτοῦ·
<182r>	ꙗ҅ко что сꙙ сь҆вѣштаста и҅скоусъ сътвори-	Τί ὅτι συνεφωνήθη ὑμῖν πειρά-
<182r>	ти· доухомъ господь҆н҄емь҆· не и҅сповѣ-	σαι τὸ Πνεῦμα Κυρίου;” Οὐχ ὡμολό-
<182r>	даста своѥ҅го грѣха· не припадоста не мо-	γησαν τὴν ἑαυτῶν ἁμαρτίαν, οὐ προσέπεσαν, οὐκ ἐδεή-
<182r>	листа сꙙ· не рѣста ꙗ҅ко а҅кꙑ чловѣка съ-	θησαν, οὐκ εἶπον, ὅτι· Ὡς ἄνθρωποι ἐσ-
<182r>	грѣшиховѣ· нъ что о҅бличаѥ҅ма петромь҆·	φάλημεν, ἀλλὰ τί ; Ἐλεγχόμενοι ὑπ' αὐτοῦ
<182r>	противиста сꙙ ѥ҅моу бесадамъ· мнꙙшта	ἀντετίθουν τοῖς αὐτοῦ ῥήμασι, πειρώμενοι
<182r>	о҄утаи҅ти сꙙ ѥ҅го· а҅ не съмꙑслꙙшта ꙗ҅ко	αὐτὸν κρύπτειν, μὴ συνιέντες ὡς
<182r>	нѣ кде сꙙ порѫгати свꙙтоуо҄умоу дх꙯оу·	οὐ παίζεται τὸ Πνεῦμα τὸ ἅγιον.
<182r>	тѣмь҆ томоу а҅биѥ блаженꙑ петръ раꙁгнѣ-	Ὅθεν παραυτὰ ὁ μακάριος Πέτρος παροξυν-
<182r>	вавь҆ сꙙ· достои҅нъ и҅ма о҅тъвѣтъ о҅тъвѣ-	θείς, ἁρμόζουσαν αὐτοῖς ἐξήνεγκε τὴν ἀπόφασιν.
<182r>	шта· А симонъ слꙑшавъ о҅тъ блаженаа҅-	Ὁ δέ γε Σίμων ἀκούσας παρὰ τοῦ ἀποστόλου Πέτρου·
<182r>	го петра· съребро твоѥ съ тобоѭ҄ бѫди въ	Τὸ ἀργύριόν σου σύν σοι εἴη εἰς
<182r>	пагоубѫ· ꙗ҅ко даръ божии҆ мь҆нѣ и҅ꙁмѣние҅-	ἀπώλειαν, ὅτι τὴν δωρέαν ἐνόμισας διὰ
<182r>	мъ	
<182v>	и҅мѣнии҅мь притꙙжати· то слꙑшавъ не	χρημάτων κτᾶσθαι, οὐκ
<182v>	раꙁгнѣва сꙙ· не пожали си не о҅тъстѫпи·	ἠγανάκτησεν, οὐκ ἀφηνίασεν, οὐκ ἀπεπήδησε ...
<182v>	нъ о҄укорꙑ и҅ хоулꙑ· а҅кꙑ добрꙑѧ цѣль҆бꙑ	ἀλλὰ τὰς ὕβρεις καὶ τὰς ἐπισκήψεις, ὡς ἀντιδότους αἰτίας,
<182v>	прии҅мъ· не тъчь҆ѭ҄ петрови нъ и҅ вь҆сѣмъ	δεξάμενος, οὐ μόνον τῷ Πέτρῳ, ἀλλὰ καὶ πᾶσι
<182v>	а҅постоломъ припадаѧ глаголаа҅ше· мо-	τοῖς ἀποστόλοις προπεσὼν ἔλεγε· „Δεή-
<182v>	лите сꙙ ꙁа мꙙ къ господеви· да не бꙑ пришъ-	θητε ὑμεῖς ὑπὲρ ἐμοῦ πρὸς τὸν Θεόν, ὅπως μηδὲν ἐπέλ-
<182v>	ло ничтоже на мꙙ· и҅хъже и҅ꙁвѣштасте·	θῃ ἐπ' ἐμέ, ὧν εἰρήκατε ...
<182v>	вел꙽ми съгрѣшихъ· не дръꙁнѫ собоѭ҄ бо-	Μεγάλως ... ἥμαρτον· οὐ τολμῶ δι' ἑαυτοῦ τὸν Θε-
<182v>	гови помолити сꙙ· вꙑ сꙙ помолите ꙁа ꙙ·	ὸν ἐξιλεώσασθαι·
<182v>	вꙑ бѫдѣте ходатаи҆· сътворите молитвѫ	ὑμεῖς οἱ μεσῖται ὑπὲρ ἐμοῦ πρεσβεύσατε”.
<182v>	ꙁа мене· добрѣ о҄убо глагола съборь҆никъ·	Καλῶς οὖν ἔλεγεν ὁ Ἐκκλησιαστής·
<182v>	врѣмꙙ плакати сꙙ и҅ врѣмꙙ кланꙗти сꙙ·	Καιρὸς τοῦ κλαῦσαι, καὶ καιρὸς τοῦ γελάσαι ...
<182v>	покаа҅ниѥ҆ любꙙштии҅мъ· Сице бо и҅ вели-	τοὺς τὴν μετάνοιαν ἀγαπώντας. Οὕτω γὰρ ὁ μέ-
<182v>	кꙑи҆ їѡ҄сифъ плакавъ сꙙ· проꙁь҆рꙙ про-	γας Ἰωσὴφ κλαῦσας, οἱονεὶ τῷ προ-
<182v>	рочь҆скꙑи҅мъ о҅комъ· приложивъ сꙙ къ	φητικῷ βλέμματι προθεὶς
<182v>	блаженоуо҄умоу дауи҅доу глагол҄ѫштоу-	τῷ μακαρίῳ Δαυῒδ τῷ λεγον-
<182v>	мо҄у· сѣѭ҄штии сль҆ꙁами въ радость҆ по-	τι· Οἱ σπείροντες ἐν δάκρυσιν, ἐν ἀγαλλιάσει θε-
<182v>	жь҆н҄ѫтъ· вь҆сѣꙗ҆ їѡ҄сифъ слъꙁꙑ братолю-	ριοῦσιν· Ἔσπειρεν καὶ Ἰωσὴφ τὰ δάκρυα τῆς φιλαδελ-
<182v>	бь҆ствиꙗ· и҅ пожꙙ вѣнь҆ць҆ цѣсарь҆ствиꙗ·	φίας, καὶ ἐθέρισε τὸν στέφανον τῆς βασιλείας.
<182v>	вѣсте бо вь҆си а҅вѣ· ꙗ҅ко дивъноѥ то поꙁна-	Ἴστε γὰρ πάντες σαφῶς, ὡς μετὰ τὸν παράδοξον ἐκεῖνον ἀναγνω
<182v>	ниѥ· видѣвъ їѡ҄сифъ своѭ҄ братиѭ҄·	ρισμὸν θεασάμενος Ἰωσὴφ τοὺς ἑαυτοῦ ἀδελφοὺς
<182v>	и҅хъже братиѭ҄ не хотѣ нарешти· каꙗ҅ бо	προσειπεῖν οὐκ ἠθέλησε. Ποῖοι γὰρ
<182v>	томь҆ братиꙗ· ꙗ҅же о҅тъ двою҄ на десꙙте пле-	ἀδελφοὶ οἱ τὴν δωδεκάσειρον ἄλυ-
<182v>	ницоу· ѥ҅д꙽нѫ о҅тъ себе и҅стръгнѫшꙙ·	σιν ... ὅσον τὸ ἐπ' αὐτοῖς, διαῤῥήξαντες;
<182v>	Нъ о҅баче їѡ҄сифъ печали великꙑ на мило-	Ἀλλ' ὅμως ὁ Ἰωσὴφ τὰς θλίψεις εἰς ἀντιλή-
<182v>	сть҆ прѣложивъ· падъ на вꙑи҆ братии҆· пла-	ψεις μεταχαλκεύσας, ἐπιπεσὼν τὸν τράχηλον τῶν ἀδελφῶν ἔκλαυ-
<182v>	ка сꙙ о҅ н҄ихъ· почто на вꙑи҆ а҅ не и҅номь҆ мѣ-	σεν ἐπ' αὐτοῖς. Διὰ τί δὲ ἐπὶ τὸν τράχηλον, οὐχὶ δὲ ἐπὶ ἄλλο μέ-
<182v>	стѣ· сь҆ лѣпотꙑ на вꙑꙗ҅хъ и҅хъ плака·	ρος; Ἀναγκαίως ἐπὶ τοὺς τραχήλους αὐτῶν ἔκλαυσε,
<182v>	и҅же съврь҆гошꙙ ꙗ҅рь҆мъ брать҆ства сь҆ себе·	τοὺς ἀποβαλόντας τὸν ζυγὸν τῆς φιλαδελφίας.
<182v>	видѣ ли кротость҆ и҅ въꙁдръжаниѥ҆ мѫжа·	Εἶδες πραότητα καὶ εὐλάβειαν ἀνδρός;
<183r>	Нъ рекѫтъ нѣции҆ ѡ҄ їѡ҄сифѣ· ꙗ҅ко бѣдоѭ҄	Ἀλλά φασί τινες περὶ τοῦ Ἰωσήφ, ὡς ἀπὸ ἀνάγκης
<183r>	о҅дръжимъ· и҅ въ штоуждеи странѣ сꙑ·	συσχεθεὶς καὶ ἐν ξένοις τόποις αὐλιζόμενος,
<183r>	и҅ не и҅мѣѧ чловѣчьскꙑ помошти· ни ꙁа-	καὶ μὴ ἔχων ἀνθρωπίνην, βοήθειαν, ἢ τὸν προστα-
<183r>	стѫпа· сего дѣлꙗ кротость҆ и҅мѣа҅ше· и҅ сь҆-	τέυοντα, τούτου χάριν τὴν πραότητα καὶ τὴν ταπεινο-
<183r>	мѣрениѥ҆· нъ слоушаи҆ раꙁоумь҆но сице	φροσύνην ἐπεδείξατο. Ἀλλ' ἄκουσον ὁ ταῦτα
<183r>	глагол҄ꙙи҆· о҅билиѥ҅мъ бесѣдоуѥ҅ши· а҅ не	λέγων· οὐ γὰρ δικαιολογεῖς, ἀλλὰ
<183r>	правдоѭ҄· самъ бо їѡ҄сифъ добростиѭ	περιττολογεῖς· αὐτὸς γὰρ ὁ Ἰωσήφ ἀπὸ διαθέσεως
<183r>	своѥ҅ѭ҄ и҅ въꙁдръжании҅мъ· въ о҅ть҆чѫ	οἰκείας τὴν πατρικὴν
<183r>	добрость҆ бѣ о҅блѣченъ· Їѡ҄сифа помꙙ-	εὐλάβειαν περιέθετο ... τοῦ Ἰωσὴφ μνή-
<183r>	нѫвъше· и҅ свѣтъ тъ приде· свѣтоу бо·	μη, καὶ φωτὸς παρουσία. Ὁ γὰρ τοῦ φωτὸς
<183r>	владꙑка христосъ· и҅с тъмꙑ ть҆мни-	Δεσπότης Χριστὸς ἐκ τοῦ σκότους τῆς φυλα-
<183r>	чь҆нꙑѧ прости ѥ҅го· да беꙁ оума о҄убо	κῆς τοῦτον ἠλευθέρωσε. Διὸ
<183r>	обилиѥ҅мъ бесѣдоуѥ҅ши ѡ҄ чловѣчине·	περιττολογεῖς, ἄνθρωπε,
<183r>	а҅ не правь҆доѭ҄· глагол҄ꙙи҆ ꙗ҅ко їѡ҄сифъ ноу-	οὐ δικαιολογεῖς, ὁ λέγων ὅτι ὁ Ἰωσὴφ ἀπὸ ἀνάγ-
<183r>	дъма бѣ добръ и҅ бе ꙁълоби· сице бѣ їѡ҄сифь	κης ὑπῆρχεν εὐλαβὴς καὶ ἀνεξίκακος. Οὕτω γὰρ
<183r>	боголюбь҆ць҆· и҅ прѣжде ꙁакона ꙁаконъ бꙑ-	πρὸ νόμου ὑπῆρχε φιλόθεος ὁ Ἰωσὴφ καὶ νόμου τηρητής,
<183r>	въ· ꙗ҅ко и҅ ль҆стимъ и҅ бѣдимъ· е҅гоуптѣ-	ὅτι καὶ κολακευόμενος παρὰ τῆς ἑαυτοῦ δε-
<183r>	нꙑн҄еѧ гнѫшааше сꙙ и҅ бѣгааше· прѣлоу-	σποίνης, ἐμυσάττετο τῆς μοι-
<183r>	бодѣи҅ствь҆нааго дѣлесе· Дѣѣ҅ши ꙁако-	χείας τὸ δρᾶμα. Μὴ γὰρ τότε νό-
<183r>	нъ бѣ данъ· велꙙи не прѣлюбодѣа҅ти ни	μος ἦν δοθείς, ὁ κελεύων· Μὴ μοιχεύσῃς,
<183r>	о҄убити· ни о҄украсти ни лъжи послоухꙋ	μὴ κλέψῃς, μὴ ψευδομαρτυρή-
<183r>	бꙑти· нъ самъ себѣ ꙁаконъ бꙑвъ· и҅ ѥ҅-	σῃς; Ἀλλ' αὐτὸς ἑαυτοῦ νόμος γινόμενος, καὶ φυ-
<183r>	сть҆ствь҆нꙑи҅мъ сѫдиштемъ нао҄ученъ·	σικῷ κριτήριῳ προσπλακεὶς
<183r>	нагъ и҅ꙁбѣже· да господинꙗ не о҅скврь҆ни-	ἔφυγε γυμνός, ἵνα τὴν δεσποτικὴν μὴ μολύ-
<183r>	тъ мѣста· не мол҄ꙗа҅ше ли госпожда своꙗ	νῃ κοίτην; Οὐχὶ ἡ τούτου δέσποινα παρεκάλει αὐτὸν
<183r>	ꙁѣло· и҅ свободѫ о҅бѣштаваѭ҄шти· тъчь҆-	λιπαροῦσα καὶ δέλτους ἐλευθερίας ... ὑπισχνεῖτο ...
<183r>	ѭ҄ а҅ бꙑ ѥ҅ѧ послоушалъ· ти о҄угодиѥ ѥ҅и҆ съ-	εἰ συγκατάθηται τῷ σπουδαζομέ-
<183r>	творилъ· не ѥ҅лико же ли о҅на течааше къ	νῳ; Οὐχὶ ὅσον ἐκείνη προέτρεχε,
<183r>	н҄емоу· толико о҅нъ о҄уклан҄ꙗаше сꙙ ѥ҅ѧ·	τοσοῦτον οὗτος ἔκαμπτε,
<183r>	по господь҆ню словеси самъ сꙙ цѣстивъ·	κατὰ τὴν τοῦ Κυρίου φωνὴν ἑαυτὸν εὐνουχίσας
<183v>	не ножемь҆ нъ вѣроѭ҄· не бесѣдоваа҅ше	οὐ ξίφει, ἀλλὰ πίστει Οὐχὶ
<183v>	ли сими словесꙑ къ е҅гоуптѣнꙑн҄и їѡ҄си-	ταῦτα τὰ ῥήματα ἔλεγε πρὸς τὴν Αἰγυπτίαν ὁ Ἰω-
<183v>	фъ глагол҄ꙙ· ѥ҅лма господинъ мои госпо-	σήφ· Εἰ ὁ Κύριός μου, δέσποι-
<183v>	жде не вѣстъ ничсоже и҅ꙁ мене· ѥ҅же ѥ҅мꙋ	να, οὐ γινώσκει δι' ἐμέ τι τῶν
<183v>	въ домоу· нъ вь҆се ѥ҅стъ далъ въ рѫцѣ мои·	ἐν τῷ οἴκῳ αὐτοῦ, ἀλλὰ πάντα ἐνεπίστευσεν ἐν τῇ χειρί μου,
<183v>	а҅ ничсоже не вѣстъ раꙁвѣ тебе и҅м꙽же же-	καὶ οὐδὲν ὑφαιρεῖται ... πλὴν σοῦ, διὰ τό σε γυναῖ-
<183v>	на ѥ҅моу ѥ҅си· како могѫ а҅ꙁъ сътворити	κα αὐτοῦ εἶναι, καὶ πῶς ποιήσω
<183v>	неприꙗ҅ꙁниноѥ҅ се дѣло· ти съгрѣшити	τὸ πονηρὸν τοῦτο καὶ ἁμαρτήσω
<183v>	прѣдъ богомь҆· дѣѣши ли нѣстъ сь҆де о҅-	ἐνώπιον τοῦ Θεοῦ; Μὴ γὰρ οὐ πάρεστιν ὧδε ὁ τῶν πα-
<183v>	ть҆цъ҆ мои҅хъ бога· дѣѣ҅ши ли и҅нъ ѥ҅стъ	τέρων μου Θεός; Μὴ γὰρ ἄλλος
<183v>	на хананеи҅стѣ ꙁеми богъ· а҅ и҅нъ вь҆ е҅гу-	ἐν τῇ Χαναὰν Θεός, καὶ ἄλλος ἐν Αἰγύπ-
<183v>	птѣ· а҅ште и҅ вꙑ не раꙁоумѣѥ҅те· Дѣѣ҅ши	τῳ, εἰ καὶ ὑμεῖς ἀγνοεῖτε; Μὴ γὰρ
<183v>	нѣстъ вь҆севидꙙштиꙗ сила божиꙗ҆· съ-	οὐκ ἔστιν ἐποπτική τις δύναμις ἡ θεω-
<183v>	мотрꙙшти вь҆се· а҅ште ли мѫжь ти госпо-	ροῦσα τὸν ἀδικοῦντα τὸν πέλας; Μὴ γάρ, τοῦ ἀνδρός σου
<183v>	жде вь҆нѣ ѥ҅стъ· то и҅ли богъ мои҆ о҅шълъ ѥ҅-	ἔξω τυγχάνοντος, καὶ ὁ θεός μου συναπεδήμη-
<183v>	стъ с н҄имь҆· твои҆ мѫжь҆ госпожде госпо-	σεν; Ὁ σὸς ἀνήρ, δέσποινα, ἐμὸς δεσπό-
<183v>	динъ мои҆ ѥ҅стъ· и҅ все и҅мѣниѥ своѥ҆ мь҆-	της ὤν, πᾶσαν τὴν ὕπαρξιν αὐτοῦ
<183v>	нѣ ѥ҅стъ прѣдалъ въ рѫцѣ· како а҅ꙁъ мо-	ἐπίστευσεν ἐν τῇ χειρί μου, κἀγὼ
<183v>	гѫ ребро ѥ҅го прокоудити· ѥ҅динъ ѥ҅днои҆	τὴν πλευρὰν αὐτοῦ συλήσω ; Ἕνα ἑνὶ
<183v>	припрꙙглъ ѥ҅стъ богъ· а҅ не ѥ҅днѫ мноꙁѣ-	συνέζευξε· μὴ γὰρ μίαν πολ-
<183v>	хъ· ни ѥ҅дномь҆ многꙑѧ҆· мль҆чи о҄убо го-	λοῖς, ἢ ἑνὶ πολλάς; Ἡσύχασον τοίνυν, δέ-
<183v>	спожде· вѣдѣ тꙙ кто тꙙ пламꙑмъ ражди-	σποινα· οἶδα τὸν ὑφάπτον-
<183v>	ꙁаѥ҆ на мꙙ· не тꙑ мꙙ мѫчиши госпожде·	τά σε κατ' ἐμοῦ. Οὐ σύ με πολεμεῖς, δέσποινα,
<183v>	нъ и҅же братиѭ҄ моѭ҄ на мꙙ въстави· сии҆	ἀλλ' ὁ τοὺς ἀδελφούς μου κατ' ἐμοῦ ὁπλίσας
<183v>	ѥ҅сть҆ диꙗ҅волъ· ѥ҅дноѭ҄ бо о҅тца мꙙ лишивъ·	διάβολος. Ἅπαξ γὰρ τοῦ πατρός με ἀλλοτριώσας,
<183v>	тъштитъ сꙙ да и҅ бога мꙙ кромѣ сътвори-	σπεύδει με καὶ τοῦ Θεοῦ ἀποστῆ-
<183v>	тъ· горѣ и҅ долоу врь҆титъ сꙙ· да бꙑ мꙙ кро-	σαι· ἄνω καὶ κάτω κυκλοῖ, ὅπως
<183v>	мѣ о҅тъ сь҆на ѥ҅же видѣхъ сътворилъ· мль҆-	ξένον με τῶν ὀνείρων ποιήσῃ. Ἡσύ-
<183v>	чи о҄убо госпожде· потрь҆пи и҅мꙙ а҅ не дѣло	χασον τοίνυν, δέσποινα, ἄμεινον γὰρ ὄνομα, καὶ μὴ πρᾶγμα
<183v>	и҅мѣти любодѣи҅ца· а҅ште тебе послоушаѭ҄	βαστάζειν μοιχοῦ. Ἐάν σοι μὴ πεισθῶ,
<184r>	тѣлеси ми пакость҆· нъ а҅ште бога прѣслоу-	τὸ σῶμα μαστίζομαι· ἐὰν δὲ τοῦ Θεοῦ παρακού-
<184r>	шаѭ҄· о҅боꙗ҅ко вь҆ мѫцѣ ѥ҅смъ· вѣдѣ бо хотꙙ-	σω, τὸ συναμφότερον κολασθήσομαι. Οἶδα γὰρ τὸν μέλλον-
<184r>	штаа҅го глаголати· бои҅те сꙙ могѫштаа҅го	τα λέγειν· Φοβήθητε τὸν δυνάμενον
<184r>	доушѫ и҅ тѣло погоубити· вь҆ вѣчь҆нѣѣм꙽	καὶ ψυχὴν καὶ σῶμα ἀπολέσαι ἐν γεέν-
<184r>	о҅гн҄и· да се съкаꙁаниѥ кротости тврь҆дааго	νῃ. Ταῦτα ... πρὸς ἀπόδειξιν τῆς πραότητος ... τοῦ σώφρονος
<184r>	їѡ҄сифа· нъ и҅ ѥ҅ште послоушаи҅те ѥ҅го дѣле-	Ἰωσήφ . Ἀκούσατε δὲ αὐτοῦ καὶ τὴν ἄλλην πραγμα-
<184r>	съ и҅хъ· вѣсте бо вь҆си а҅вѣ· ꙗ҅ко о҅баждениї-	τείαν. Ἴστε γὰρ πάντες σαφῶς, ὅτι συκοφαντί-
<184r>	мъ госпождꙙ си вь҆ ть҆мницѫ въврь҆женъ	ᾳ τῆς Αἰγυπτίας
<184r>	бꙑстъ· потом же рокоу конь҆чавъшоу сꙙ·	τὴν φυλακὴν οἰκήσας ...
<184r>	паче же вѣдѣ ꙗ҅вь҆ѥ҅ниѥ҆ на конь҆ць҆ и҅сходꙙ-	μᾶλλον δὲ τῶν ἀποκαλύψεων, τὴν ἔκβασιν ἐπιδεικνύν-
<184r>	ште· и҅ братии ѥ҅го вь҆ е҅гоуптъ пришь҆дъше-	των, καὶ τῶν ἀδελφῶν αὐτοῦ κατελθόντων εἰς τὴν Αἴγυπτον
<184r>	мъ· глада дѣл҄ьма· видѣвъ и҅хъ їѡ҄сифъ·	διὰ τὴν ... σπάνιν, θεασάμενος τούτους ὁ Ἰωσήφ,
<184r>	цр꙯ъ сꙑ вь҆сѣмъ е҅гуптомъ владꙑ· не о҅бна-	καί γε βασιλεὺς ὑπάρχων, καὶ πάσης τῆς Αἰγύπτου δεσπόζων, οὐκ ἐγύ-
<184r>	жи меча· ни въ ть҆мници ꙁатвори· ни	μνωσε ξίφος, οὐκ ἐν φυλακῇ κατέκλεισεν, οὐ
<184r>	гладь҆ ꙁамори· ни ранꙑ дастъ· ни а҅кꙑ на	λιμῷ κατέτηξεν, οὐ πληγὰς ἐπέθηκε, οὐχ ὡς
<184r>	ꙁвѣри ꙁвѣри сѫштꙙ помꙑсли· не помꙙ-	θῆρας τοὺς θῆρας κατενόησεν, οὐχ ὑπεμνή-
<184r>	нѫ котꙑгꙑ растрь҆ꙁаниꙗ· ни ꙗ҅мь҆нꙑѧ	σθη τοῦ χιτῶνος τὸν διασπαραγμόν, οὐ τοῦ λάκκου
<184r>	глѫбинꙑ· ни роботь҆нꙑѧ страсти· ни пле-	τὸν βόθυνον, οὐ τῆς δουλείας τὸ ὄνειδος, οὐ τοῦ φθό-
<184r>	менънꙑѧ ꙁависти· ни братолюбь҆ствиꙗ	νου τὸν τῦφον, οὐ τῆς μισαδελφίας
<184r>	ненависть҆наа҅го дꙑма· ни о҅тча лишениꙗ҆	τὸν καπνόν, οὐ τῆς πατρικῆς ζημίας
<184r>	о҅ брѣмене· ни приснаа҅го брата вень҆ꙗмина	τὸν φόρτον, οὐ τοῦ ὁμομητρίου ἀδελφοῦ Βενιαμίν
<184r>	страданиꙗ҆· нъ вь҆се то подъ ноꙁѣ подъложи-	τὴν ἀλλοτρίωσιν· ἀλλὰ ταῦτα πάντα ἐκποδὼν ποιή-
<184r>	въ прѣштениѥ съ вь҆ꙁвитиимъ сь҆мѣсивъ·	σας, ἀπειλὴν μετὰ κέρδους συζεύξας,
<184r>	винꙑ и҅скаа҅ше како сꙙ бꙑ съ братиѭ поꙁна-	άφορμὴν ἐζήτει, πῶς ἀναγνωρισθῇ τοῖς ἀδελφοῖς.
