H3 Content	OS Content	GK Content
<002v1><002v2><002v3><002v4><002v5><002v6><002v7><002v8><002v9><002v10><002v11><002v12><002v13><002v14><002v15><002v16><002v17><002v18><002v19><002v20><002v21><002v22>	и҅ вьси ослѣпьѥниї проꙁь҆рѣшѧ· и текⸯше въ црькъвь х꙯вѫ каꙗхѫ сꙙ славꙙште б꙯а· и҅ їсповѣдаѭ҄ште грѣхꙑ своѧ бꙑшꙙ крь҆стиꙗни· Ст꙯ꙑи҅ же павьлъ на мⸯноꙁѣ мѫчимъ· и҅ биѥмъ палицами желѣꙁнами· бѣа҅хѫ бо раждъженꙑ свьтꙙште сꙙ а҅кꙑ мль҆нии· и҅ вь҆пиꙗ҅ше глагол҄ꙙ: а҅урилиꙗ҅не мѫчителю и непрѣподобьне· чⸯто ꙁъло сътворь҆ша мꙙ соуровѣ и непрѣподобь҆нѣ мѫчиши· мнѣ бо о҅бльгъчаваѥ҅тъ о҅тъ мѫкъ х꙯с· тебе же и҅матъ причꙙсть҆ника сътворити о҅гню вѣчьноуо҄умоу· о҄уготованоуо҄умоу тебѣ и҅ диꙗ҅волоу· ̒А҅урилиꙗ҅нъ рече · кⸯде ѥ҅стъ сестра твоꙗ ѭ҄же тꙑ мѣниши дѣвѫ сѫштѫ· се посълахъ ѭ҄ на блѫдъ· да прои҅дѫтъ ѭ҄ вь҆си хотꙙштеи҆· ѥ҅ште дѣва ѥстъ· Ст꙯ꙑи паулъ рече · вѣроуѭ҄ богоу лъгъчꙙштꙋо҄умоу ми болѣꙁни· и҅ їꙁбавьꙗѭ҄шта мꙙ о҅тъ вь҆сѣхъ ꙁълꙑи҅хъ твои҅хъ о҄умꙑшлꙗи҆· ꙗко и҅ тѫ и҅матъ покрꙑти·	Καὶ πάντες οἱ τυφλωθέντες ἀνέβλεψαν καὶ προσπεσόντες ηὐχαρίστουν τῷ θεῷ μετανοοῦντες καὶ ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν καὶ ἐγένοντο Χριστιανοί. Ὁ δὲ Παῦλος... βασανιζόμενος ἐπὶ πλεῖον ταῖς ῥάβδοις ταῖς σιδηραῖς,ἀνέκραγεν λέγων· „Αὐριλλιανὲ τύραννε καὶ ἀνόσιε, τί μηδὲν κακὸν ποιήσαντα οὕτως ὠμῶς καὶ ἀνοσίως βασανίζεις; Ἐμὲ μὲν ἐπικουφίζει τῶν βασάνων... Χριστός· σὲ δὲ ἔχει κληρονομῆσαι τὸ πῦρ τὸ αἰώνιον τὸ ἡτοιμασμένον σοὶ καὶ τῷ διαβόλῳ...”. Αὐριλλιανὸς εἶπεν· „Ποῦ ἐστιν... ἡ ἀδελφή σου, ἣν λέγεις εἶναι... παρθένον; ἰδοὺ ἀπηνέχθη εἰς τὸ πορνεῖον,μὴ ἔτι παρθένος ἐστίν;”. Παῦλος εἶπεν· Πιστεύω τῷ θεῷτῷ ἐπικουφίζοντί με... ἐκ τῶν πονηρῶν σου ἐπινοιῶν, ὅτι καὶ αὐτὴν ἐσκέπασεν...
<002v23><002v24><002v25><002v26><002v27><002v28> <002v29><002v30><003r1><003r2><003r3><003r4><003r5>	посъла бо а҅гⸯг҄ела своѥ҅го съ вꙑсотъ небесъскꙑихъ съхранити ѭ҄· и҅ се чисто и҅ прѣчисто и҅мѫшти дѣвъство въꙁвраштаѥ҅тъ сꙙ видѣти ѫ҅ꙁꙑ моѧ· и҅ повелѣ а҅урилиꙗнъ привести ст꙯ѫѭ҄ и҅о҄улиꙗ҅ниѭ҄· и҅ пришедъши ѥ҅и къ сѫдиїштꙋ· видѣвъ ѭ҄ паулъ и҅спль҆ни сꙙ радости и҅ просмиꙗ сꙙ· ̓А҅урилиꙗ҅нъ же рече· насꙑтишꙙ ли сꙙ любь҆ѥ҅ници твои҆ добротꙑ твоѥ҅ѧ· Їӱлиꙗни рече · моꙗ҆ доброта и҅ оукрашениѥ и лѣпота х꙯с ѥ҅стъ· и҅же посъла а҅гⸯг҄ела своѥ҅го и҅ покрꙑ мꙙ о҄убогѫѭ҄ ꙗ҅ко о҄упⸯвахъ на н҄ь·	ἐξαπέστειλεν γὰρ τὸν ἄγγελον αὐτοῦ ἐξ ὕψους οὐρανῶν τοῦ διαφυλάξαι αὐτήν, καὶ ἰδοὺ ἄχραντος καὶ καθαρὰν ἔχουσα τὴν παρθενίαν ὑποστρέφει ἰδεῖν τὰ δεσμά μου”. Καὶ ἀπέστειλεν ὁ Αὐριλλιανὸς ἀχθῆναι τὴν Ἰουλιανήν, Παραγενομένης δὲ αὐτῆς ἐπὶ τὸ βῆμα, ἰδὼν αὐτὴν ὁ Παῦλος καὶ χαρᾶς... πλησθεὶς ἐγέλασεν. Ὁ δὲ Αὐριλλιανὸς εἶπεν... „ ἐνεπλήσθησαν οἱ ἐρασταί σου τοῦ κάλλους σου. Ἰουλιανὴ εἶπεν· „Ἐμοῦ τὸ κάλλος καὶ ἡ κόσμησις καὶ ἡ εὐπρέπεια Χριστός ἐστιν, ὃς ἐξαπέστειλεν τὸν ἄγγελον αὐτοῦ καὶ ἐσκέπασέν με τὴν ταπεινὴν, ὅτι πέποιθα ἐπ' αὐτόν...
<003r6><003r7><003r8><003r9><003r10><003r11><003r12><003r13><003r14><003r15><003r16><003r17><003r18>	и҅ славьѭ҄ ст꙯оѥ имꙙ ѥго· ꙗ҅ко тъ ѥ҅стъ б꙯ъ творꙙи чоудеса· и҅ нѣстъ и҅ного раꙁвѣ того· и҅ повелѣ аурилиꙗ҅нъ отрѣшити паула· ї и҅скопати ровъ въ ꙁеми девꙙти лакътъ· и принести дръва и҅ о҅гн҄ь и҅ жешти въ ровѣ· и҅ томоу бесѣдоуѭ҄штоу и҅скопашꙙ ровъ· и҅ принесошꙙ дръва и огн҄ь· и҅ їждегошꙙ въ ровѣ· таже повелѣ вь҆врѣшти паула и҅ улиꙗ҅ниѭ҄ въ о҅гн҄ь· о҅на же и҅дѫшта благословьꙗ҅ста бога· и҅ мол҄ꙗста сп꙯са їс꙯ хс꙯а помошть҆ника· и пришедъша на мѣсто· прѣкръстиста лици свои҆·	καὶ δοξάζω τὸ ἅγιον αὐτοῦ ὄνομα, ὅτι αὐτός ἐστιν ... ὁ ποιῶν θαυμάσια καὶ οὐκ ἔστιν θεὸς ἄλλος πλὴναὐτοῦ”. Καὶ ἐκέλευσεν Αὐριλλιανὸς λυθῆναι τὸν Παῦλον προστάξας ὀρυγῆναι βόθρον εἰς τὴν γῆν ἐπὶ ἀνδρόμηκα τρία καὶ ἐνεχθῆναι ξύλα καὶ πῦρ καὶ ἐκκαίεσθαι τὸν βόθρον. Οἱ δὲ δήμιοι σπουδαίως τὸ προσταχθὲν αὐτοῖς ἐποίουν καὶ ὤρυξαν τὸν βόθρον καὶ ἐξέκαυσαν αὐτὸν σφοδρῶς.Καὶ οὕτως ἐκέλευσεν... ἀκοντίσαι τὸν Παῦλον καὶ τὴν Ἰουλιανὴν εἰς τὸ πῦρ· οἱ δὲ ἅγιοι ἀπῄεσαν... αἰνοῦντες τὸν θεὸν καὶ ἐπικαλούμενοι τὸν σωτῆρα... Ἰησοῦν Χριστὸν βοηθῆσαι... καὶ ἐλθόντες ἐπὶ τὸν τόπον σφραγισάμενοι τὰ ἑαυτῶν μέλη
<003r19><003r20><003r21><003r22><003r23><003r24><003r25><003r26><003r27> <003r28><003r29><003r30><003v1><003v2><003v3><003v4><003v5><003v6><003v7><003v8><003v9><003v10><003v11><003v12><003v13><003v14><003v15><003v16><003v17><003v18><003v19>	о҅браꙁомъ крестънꙑи҅мъ хс꙯овомъ· и҅ въвръгошꙙ ꙗ въ о҅гн҄ь· и҅ бѣаста въ огн҄и поѭ҄шта и хвалꙙшта бога· и҅ се агⸯг҄елъ гн꙯ь съшедъ съ небесе· и҅стрꙙсе вънъ пешть҆ницѫ съ о҅гн҄емъ· и҅ не дастъ о҅гню сътѫжити и҅ма· и҅ поꙗаста благословꙙшта б꙯а въ ровѣ о҅гн҄ьнѣѣмъ штиїмъ· глагол҄ѫшта благословьѥ҅нъ ѥ҅си г꙯и б꙯е · бесъмрь҆тънꙑи҆· иже помꙙнѫ о҄убожьство наше· недостоиномъ сѫштемⸯ грѣхъ ради нашихъ· беꙁъ҆ловенъ сꙑ и благъ· ꙗ҅ви сꙙ нама о҄угасити силѫ о҆гⸯн҄ѣ· и ꙗ҅рость мѫчител҄ꙗ а҅урилиана· и҅ слꙑшаа҆хѫ ѥ҅ю҄ народи о҅тъдалече стоѧште· бѣа҅хѫ бо мноꙁи молꙙште сꙙ о҅ н҄ею҄ къ богоу· ꙗ҅коже и҅ многомъ о҅тъ поганъ покаꙗти сꙙ и҅ раꙁврѣсти срь҆дь҆ца о҅ свꙙтоую҄· и҅ о҄уклонити сꙙ о҅тъ коумирослꙋжениꙗ и҅ вѣровати хс꙯оу· мноꙁи же отъ сѣчецъ мѫчꙙштиїхъ ст꙯аꙗ повелѣниѥ҅мъ а҅урилиꙗн҄емъ· видꙙште силꙑ бꙑваѥ҅мꙑѧ богомъ· вѣровашꙙ къ богоу· и вьꙁвѣстишꙙ а҅урилиꙗ҅ноу вьса бꙑвьшаꙗ· и повелѣ тоу сѫштаꙗ въ ровѣ камениѥ҅мъ побити· и҅ се напрасно шоумъи҅громъ сь҆ небесе многамі мль҆ниꙗ҅ми облаци движꙙште сꙙ пльни о҅гн҄ѣ· и҅ придошꙙ о҅блаци дожи ї до а҅урилиꙗ҅на и҅ сташꙙ и҅ їꙁлиꙗ҅шꙙ о҅гн҄ь на ꙁемьѭ҄· и҅ гласъ съ небесе глагол҄ꙙ·	τῷ τύπῳ τοῦ σταυροῦ τοῦ Χριστοῦ ἔριψαν ἑαυτοὺς εἰς τὸ πῦρ. Καὶ ἦσαν ἐν τῷ πυρὶ αἰνοῦντες καὶ δοξάζοντες τὸν θεὸν καὶ ἰδοὺ ἄγγελος κυρίου καταβὰς ἐξ οὐρανοῦ ἐξετίναξεν ἔξω τὸν καπνὸν σὺν τῷ πυρὶ καὶ οὐκ εἴασεν τὸ πῦρ... παρενοχλῆσαι αὐτοῖς. Καὶ ἦσαν ἑστῶτες ἐν τῷ βόθρῳ εὐλογοῦντες τὸν θεὸν καὶλέγοντες... „Εὐλογητός εἶ, κύριε ὁ θεός... τῶν αἰώνων, ὃς ἐμνήσθης τῆς ταπεινώσεως ἡμῶν,  καὶ ἐπιφανεῖς ἡμῖν ἔσβεσας τὴν κάμινον τοῦ πυρός...” Ταῦτα δὲ αὐτῶν προσευξαμένων πολλοὶ τῶν Ἑλλήνωνθεωροῦντες τοῦ θεοῦ τὴν δύναμιν κατανυγέντεςἀπέστησαν τῆς εἰδωλολατρείας καὶ ἐπίστευσαν τῷ Χριστῷ. Πολλοὶ δὲ καὶ τῶν δημίων τῶν αἰκισάντων αὐτοὺςθεωροῦντες τὰς εὐεργεσίας τὰς ὑπὸ τοῦ θεοῦ... γινομένας... ἐπίστευον τῷ Χριστῷ. Ἀνηγγέλη δὲ τῷ Αὐριλλιανῷ ἅπαντα τὰ γεγενημένα καὶ ἐκέλευσεν λιθοβοληθῆναι αὐτοὺς ὄντας ἐν τῷ βόθρῳ. Καὶ ἰδοὺ ἄφνω ἦχος βροντῆς σὺν πολλαῖς ἀστραπαῖς ἐγένετο ἐκ τῶν οὐρανῶν καὶ νεφέλαι ὡράθησαν κινούμεναι καὶ γέμουσαι πυρὸς καὶ ἦλθον κατέναντι Αὐριλλιανοῦ καὶ ἐξέχεαν τὸ πῦρ ἐπὶ τὴν γῆν καὶ φωνὴ ἐκ τῶν οὐρανῶν ἐγένετο πρὸς αὐτόν·
<003v20><003v21><003v22><003v23><003v24><003v25>	а҅урилиꙗн въ родьство огн҄ьноѥ· о҄уготованоѥ и҅ отⸯцоу посълавъ а҅урилиꙗнъ повелѣ лѣшти ꙗ и҅ꙁдрова· и въ темⸯницѫ въврѣшти· и бѣа҅ста славꙙшта бога· о҅ чоудесехъ ꙗ҅же сътвори о н҄ею҄·	„Αὐριαλλιανέ, εἴσελθε εἰς τὴν ἄβυσσον τῆς γεέννης τοῦ πυρὸς τὴν ἡτοιμασμένην σοὶ καὶ τῷ πατρί σου τῷ διαβόλῳ”. Τούτων δὲ γενομένων ἀποστείλας Αὐριλλιανὸς ἐκέλευσεν τοὺς ἀθλοφόρους καὶ μάρτυρας τοῦ Χριστοῦ ἀνασπασθῆναι ἐκ τοῦ βόθρου καὶ ἐμβληθῆναι εἰς τὸ δεσμωτήριον. Καὶ ἦσαν... δοξάζοντες τὸν θεὸν ἐπὶ... τοῖς θαυμασίοις, οἷς ἐποίησεν εἰς αὐτούς.
<003v26><003v27><003v28><003v29><003v30><004r1><004r2><004r3><004r4><004r5>	и по седⸯми дь҆ниї и҅ꙁиде а҅урилиꙗнъ и҅ сѣде на сѫдишти· и҅ принесошѧ ѥ҅ликоже бѣаше о҄у н҄его коумирь· съребрь҆нꙑ и ꙁлатꙑ· о҄украшенꙑ камениѥ҅мъ многоцѣнънꙑи҅мъ· и҅ постави ѧ по чиноу· подъстълавъ подъ ногꙑ и҅хъ багърѣницѫ цѣсарь҆скѫ· и҅ рече ꙁови паула и҅ ӱлиꙗ҅ниѭ҄· и҅ постави ꙗ прѣдъ сѫдииштемъ· и҅ прѣтꙙ и҅ма рече· пристѫпьша пожь҆рѣта богомъ·	Καὶ μεθ' ἡμέρας ἑπτὰ ἀναστὰς... ὁ Αὐριλλιανὸς ἐκαθέσθη πρὸ βήματος καὶ ἐκέλευσεντοῖς ἱερεῦσιν ἐνεγκεῖν ὅσα ὑπῆρχεν αὐτοῖς εἴδωλα ἀργυρᾶ τε καὶ χρυσᾶ, κεκοσμημένα λίθοις τιμίοις καὶ πολυτελέσιν. Καὶ ἔστησαν αὐτὰ ἐνώπιον Αὐριλλιανοῦ στρώσαντος ὑπὸ τοὺς πόδας αὐτοῦ πορφύραν βασιλικήν. Καὶ εἶπεν... · „Καλέσατε Παῦλον καὶ Ἰουλιανήν... ”. Ἔστησεν αὐτοὺς πρὸ βήματος καὶ ἀπειλούμενος αὐτοῖς... εἶπεν· „Προσελθόντες θύσατε τοῖς θεοῖς·
<004r6><004r7><004r8><004r9>	а не надѣи҅та сꙙ и҅ꙁбѣжати рѫкоу моѥ҅ю҄· Ст꙯ъи҅ же паулъ о҅склабивъ сѧ рече· не о҅ставьѭ҄ бога сътворьшааго небо и ꙁемь҆ѭ҄· и҅ поклон҄ѭ сꙙ коумиремъ·	μὴ γὰρ νομίσητε ἐκφυγεῖν μου τὰς χεῖρας”. Ὁ δὲ Παῦλος μειδιάσας εἶπεν· „Οὐ καταλιμπάνομεν... τὸν θεὸν τὸν ποιήσαντα τὸν οὐρανὸν καὶ τὴν γῆν καὶ προσκυνοῦμεν εἰδώλοις”.
<004r10><004r11><004r12><004r13><004r14><004r15><004r16><004r17>	Аурилиꙗ҅нъ рече · ꙁълосъмрь҆ть҆не и҅ непрѣподобь҆не· коумири ли ти сꙙ мь҆нꙙтъ а не боꙁи· не видиши ли каци сѫтъ· Ст꙯ъи же паулъ отъвѣштавъ рече· сего диꙗ· ѥ҅гоже мѣниши богоу бꙑти· чловѣкъ бѣ о҄ученикъ сотонинъ· навꙑкъ ꙁѣло хꙑтрость҆ вль҆шебънѫѭ҄· блѫдьникъ сꙑ и҅ꙁлиха паче вь҆сѣхъ чловѣкъ·	Αὐριλλιανὸς εἶπεν· „Βιοθάνατε,εἴδωλά σοι δοκοῦσιν εἶναι καὶ οὐχὶ θεοί; ἢ οὐχ ὁρᾷς πῶς χρηματίζουσιν”. Ἀποκριθεὶς δὲ ὁ Παῦλος εἶπεν· „Τοῦτον τὸν Δία, ὃν λέγεις εἶναι θεόν, ἄνθρωπος ἦν υἱὸς τῶν ἀποστατῶν, μεμαθηκὼς ἀκριβῶς τέχνην τὴν μαγικήν, ἄσῳτος δὲ ὑπάρχων εἰς ὑπερβολὴν ὑπὲρ πάντας· ἀνθρώπους
<004r18><004r19><004r20><004r21><004r22><004r23><004r24><004r25><004r26><004r27><004r28><004r29><004r30><004r31>	живѫштиихъ· видѧ чловѣчьскꙑ добрꙑѧ женꙑ и дьштери· тѣмъ похотꙙ и҅ вь лице бесѣдоуѧ и҅мъ· и҅ съвъкоупл҄ѣѧ сꙙ сь҆ н҄ими· прѣврати ѧ чисти ї а҅кꙑ бога· своѥ҅ѭ҄ вльхвовънѫѭ҄ хꙑтростиѭ҄ и҅ꙁмѣнꙗѧ҅ сꙙ· и҅же прѣтварѣше сꙙ о҅вогда тоуромъ бꙑвъ· о҅вогда же крилатамъ пⸯтицамъ подобꙙ сꙙ· о҅рълоу и҅ стръкоу· и҅же тѣмъ и҅ꙁмѣн҄ениїмъ прѣльсти женꙑ доброродь҆нꙑѧ· о҅вѣмъ бо ꙗ҅ви сꙙ въ ꙁлато прѣложь҆ сꙙ· и богатьство о҅бѣштаваѧ· нъ да не вь҆сего по рꙙдоу и҅ꙁглагол҄ѫ вѣдѣ бо ꙗ҅ко гнѣвае҅ши сꙙ·	τοὺς κατὰ τὸν βίον ὄντας, θεωρῶν τὰς τῶν ἀνθρώπων περικαλλεῖς γυναίκας καὶ θυγατέρας τούτων ὁρῶν καὶ αὐτοψεῖ ὁμιλῶν αὐταῖς καὶ συμμιγνύμενος,  ποτὲ μὲν ἀλλοιούμενος μετεβάλλετοεἰς ταῦρον, ποτὲ δὲ ἀφομοιούμενος πετεινῷ ἢ ἀετῷ ἢ κύκνῳ...δι' ἀλλοιώσεως... ἠπάτησεν εἰς χρυσὸν...μεταβαλλόμενος. Καὶ ἵνα μὴ τὰ ἀσελγήματα τούτουλέγω, οἶδα γὰρ ὅτι χολᾷς... 
<004v1><004v2><004v3><004v4><004v5><004v6><004v7><004v8><004v9><004v10><004v11><004v12><004v13><004v14><004v15><004v16><004v17><004v18> <004v19><004v20><004v21><004v22><004v23><004v24><004v25><004v26><004v27><004v28><004v29><004v30>	Сии҆ же и҅же блиꙁъ диꙗ· глагол҄емꙑи҆ а҅полонъ· не о҅тъ блѫда ли роди сꙙ· о҅тъ женꙑ рекомꙑѧ литоус· ꙗ҅же не роди ли того въ поустꙑн҄и а҅сии҅стѣи посрѣдѣ дъвою҄ дѫбоу· ꙗ҅ко и҅ тъ сь҆твори дѣла непрѣподобьна· подражаѧ о҅ть҆ца своѥ҅го· такожде же и҅ дио҅нусь҆· нарочитꙑи҆ вашь богъ· нѣ ли ї тъ о҅тъ блѫда родилъ сꙙ· бꙑвъ о҅тъ семелиѧ кадⸯмовꙑ· ̒А҅урилиꙗнъ рече· ѫ҅роде непрѣподобьнꙑи· о҅тъ крона и҅ е҅реѧ раждаѭ҄тъ сꙙ матери божь҆скꙑѧ· паулъ о҅склабивъ сꙙ рече· то ѥ҅стъ ли богъ женѫ и҅мꙑ· ̓Аурилиꙗнъ рече· непрѣподобьнꙑи ѫ҅роде· доколѣ хоулꙑ глагол҄еши о боꙁѣхъ много блꙙдꙑ· и҅ досаждаѧ· а҅ х꙯с вашъ ѥ҅гоже глагол҄ете вꙑ крь҆стиꙗ҅ни бꙑти богоу небесьскоуоумꙋ· не о҅тъ женꙑ ли роди сꙙ· Ст꙯ꙑи҅ же паулъ о҅тъвѣштавъ рече· нѣси о҄убо достои҅нⸯнъ слꙑшати таи҅нъ бж꙯иї· да не блꙙдь҆ми своими прѣльстиши о҅тъ прѣдьстоѧ҅штиїхъ сихъ и҅ погоубиши· потрѣба ѥ҅стъ решти· въ начꙙло сътвори богъ небо и ꙁемьѭ҄ и вⸯса ꙗ҅же на н҄ею҄· послѣжде же вь҆сѣхъ съꙁъда чловѣка по о҅браꙁоу своѥ҅моу· и҅же ѥ҅стъ о҅ благои҅ꙁвол҄ениї· беꙁьлобьно непорочь҆но· правьдⸯно богочьстиво· и҅ посади ї въ раи пиштꙙ· врѧмени же прѣшедъшоу·	Οὗτος ὁ πλησίον ἑστὼς τοῦ Διὸς ὁ λεγόμενος Ἀπόλλων οὐχὶ ἐκ πορνείας ἐγεννήθη, ἐκ γυναικὸς τῆς λεγομένης Λητώ, ἥτις τοῦτον ἔτεκεν ἐπ' ἐρημίᾳ τῆς Ἀσίας μέσον δύο φυτῶν; Ὃς καὶ αὐτὸς ἐποίησεν ἔργα οὐχ ὅσια μιμούμενος τὸν ἑαυτὸν πατέρα.Ὁμοίως δὲ καὶ Διόνυσος ὁ ἐπισημότερος ὑμῶν θεός, οὐχὶ καὶ αὐτὸς ἐκ πορνείας ἐγεννήθη ἐκ τῆς Σεμέλης τῆς Κάδμου;” Αὐριλλιανὸς εἶπεν· „Λῆρε καὶ ἀνόσιε, ἐκ τῆς Ἥρας γεννᾶται τῆς μητρὸς τῶν θεῶν”. Παῦλος μειδιάσας εἶπεν· „Ἔστιν θεὸς... γυναῖκα ἔχων;”. Αὐριλλιανὸς εἶπεν· „Ἕως πότε βλασφημεῖς, ἀνόσιε,κατὰ τῶν θεῶν πολλὰ φλυαρῶν· οὐχὶ καὶ ὁ ὑμέτερος Χριστός, ὃν λέγετε ὑμεῖς οἱ Χριστιανοὶ εἶναι θεὸν οὐράνιον, ἐκ γυναικὸς ἐγεννήθη;”. Παῦλος εἶπεν· ,,Οὐκ εἶ ἄξιος ἀκοῦσαι τὸ μυστήριον τοῦ θεοῦ ἵνα δὲ μὴ διὰ τῆς πιθανολογίας σου ταύτης πολλοὺς τῶν παρεστώτων... ἀπολέσῃς, ἀναγκαῖον εἰπεῖν· ἐν ἀρχῇ ποιήσας ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν... καὶ πάντα τὰ ἐν αὐτοῖς ἔσχατον πάντων ἔπλασεν καὶ τὸν ἄνθρωπον κατ' εἰκόνα ἑαυτοῦ... ὅπερ ἐστὶν κατὰ τὴν ἀρετὴν ἄκακον, ἄμεμπτον, δίκαιον, θεοσεβῆ, καὶ ἔθετο αὐτὸν ἐν τῷ παραδείσῳ τῆς τρυφῆς... Χρόνου δὲ διελθόντος
<005r1><005r2><005r3><005r4><005r5><005r6><005r7><005r8><005r9><005r10><005r11><005r12><005r13><005r14>	рече богъ· не добро ѥ҅стъ бꙑти чловѣкоу ѥдⸯномоу· сътворимъ ѥ҅моу помошть҆ подобь҆нѫ ѥ҅моу· сътворимⸯ рекⸯше о҅ц꙯ь и҅ сн꙯ъ· ничⸯсоже бо творитⸯ о҅ц꙯ъ бе сн꙯а· ни сн꙯ъ творитъ ничь҆соже беꙁъ о҅ц꙯а· и҅ рече· наведе г꙯ь о҄ужасть сь҆на а҅дама· и҅ приїмъ ѥ҅дⸯно о҅тъ ребрⸯ ѥ҅го· сътвори ѥ҅моу женѫ· о҅тъ свои҅хъ ѥ҅моу о҄удовъ· и҅ бѣа҅ше съ а҅дамомъ е҅уа въ раи҆· ѭ҄же видѣвъ диꙗ҅волъ и҅ въꙁдревъновавъ· сътвори погꙑбѣль҆ и҅ма· о҅тълѫчивъшоу бо сꙙ а҅дамоу на о҅но мѣсто породꙑ· и҅ е҅угѫ ѥ҅динѫ о҅ставивⸯшоу· пристѫпи диꙗ҅волъ·	εἶπεν ὁ θεός· οὐ καλὸν εἶναι τὸν ἄνθρωπον μόνον· ποιήσωμεν αὐτῷ βοηθὸν κατ' αὐτόν... „Ποιήσωμεν”... τουτέστιν ὁ πατὴρ καὶ ὁ υἱὸς... οὔτε γὰρ ποιεῖ ὁ πατὴρ ἄνευ τοῦ υἱοῦ, οὔτε ὁ υἱὸς ἄνεν τοῦ πατρός, καί φησιν· ἐπήγαγεν ὁ θεὸς ἔκστασιν ἐπὶ τὸν Ἀδάμ... καὶ λαβὼν μίαν τῶν πλευρῶν αὐτοῦ ἐποίησεν αὐτῷ γυναῖκα ἐκ τῶν ἰδίων αὐτοῦ μελῶν, καὶ ἦν μετὰ τοῦ Ἀδὰμ ἐν τῷ παραδείσῳ. Ἣν ἰδὼν ὁ διάβολος πρὸς βραχὺ ἀποχωρισθεῖσαν τοῦ Ἀδάμ εἰς ἕτερον μέρος τοῦ παραδείσου 
<005r15><005r16><005r17><005r18><005r19> <005r20><005r21><005r22><005r23><005r24><005r25>	и҅ о҄уподобивъ сꙙ ꙁмиї прѣль҆сти ѭ҆· и҅ та жена прѣль҆сти а҅дама· и҅ бѣа҅ста о҅ба въ прѣслоушаниї бж꙯ии бꙑвъша· и҅ їꙁгънана бꙑста и҅с породънꙑѧ пиштꙙ· дѣлати ꙁемь҆ѭ҄ рѫкама свои҅ма· и҅ троудноѥ житиѥ вь҆сприїмъша· жиста девꙙть сътъ· и҅ л꙯ лѣтъ· родивъша сн꙯ꙑ и҅ дьштери· о҅тъ н҄ихъже и҅спⸯлъни сꙙ миръ вь҆сь҆· а҅дамоу же о҅тъ о҅слоушаниꙗ конець приѥ҅мⸯшоу по девꙙти сътъ и҅ тридесꙙти лѣтѣхъ·	ἠπάτησεν αὐτὴν ἐνδυσάμενος ὄφιν· καὶ αὐτὴ ἡ γυνὴ ἠπάτησεν τὸν ἄνδρα. Ἀμφότεροι δὲ ἐν παρακοῇ θεοῦ γενόμενοι ἐξεβλήθησαν ἔξω τοῦ παραδείσου τῆς τρυφῆς ἐργάζεσθαι τὴν γῆν ἐν ταῖς χερσὶν αὐτῶν, καὶ μοχθηρὸν βίον ἀναλαβόντες ἔζησαν ἐννακόσια τριάκοντα ἔτη γεννήσαντες υἱοὺς καὶ θυγατέρας, ἐξ ὧν ἐπληρώθη ὁ κόσμος. Τοῦ δὲ Ἀδὰμ ἐκ τῆς παρακοῆς τέλος... λαβόντος μετὰ ἐννακόσια τριάκοντα ἔτη...
